Gene			mutation freqency in human	# of mutation in dog
GPR160	1	109	0.009174312	1
CCDC8	1	109	0.009174312	1
PHEX	1	109	0.009174312	1
LUM	1	109	0.009174312	1
NUDT12	1	109	0.009174312	1
ZW10	1	109	0.009174312	1
KEL	1	109	0.009174312	1
KIAA0232	1	109	0.009174312	1
LGI1	1	109	0.009174312	1
PHACTR2	2	109	0.018348624	1
GPRC6A	2	109	0.018348624	1
TBC1D22A	1	109	0.009174312	1
ACADVL	1	109	0.009174312	1
BRCA1	3	109	0.027522936	1
BRCA2	6	144	0.041666667	1
NR3C1	1	109	0.009174312	1
C12orf4	1	109	0.009174312	1
ZFP28	1	109	0.009174312	1
PITPNA	1	109	0.009174312	1
ZHX2	2	109	0.018348624	1
ACACB	4	109	0.036697248	1
APPL2	1	109	0.009174312	1
IL1RAPL1	1	109	0.009174312	1
DMXL2	2	109	0.018348624	1
TDRD7	2	109	0.018348624	1
ZP2	4	109	0.036697248	1
OAS1	1	109	0.009174312	1
SERPINB8	1	109	0.009174312	1
SERPINB2	2	109	0.018348624	1
ATP8B4	1	109	0.009174312	1
ELP4	1	109	0.009174312	1
ZNF300	1	109	0.009174312	1
TLR3	2	109	0.018348624	1
SMC1B	4	109	0.036697248	1
TM9SF4	1	109	0.009174312	1
GPR149	2	109	0.018348624	1
DTNA	2	109	0.018348624	1
FGL1	1	109	0.009174312	1
OR1F1	1	109	0.009174312	1
RASA2	2	109	0.018348624	1
PTPRT	1	109	0.009174312	1
PTPRC	1	109	0.009174312	1
AMER1	3	109	0.027522936	1
PTPRM	2	109	0.018348624	1
CRIPT	1	109	0.009174312	1
EFTUD1	1	109	0.009174312	1
WDR36	3	109	0.027522936	1
CDC7	2	109	0.018348624	1
CCBL2	1	109	0.009174312	1
KIAA2022	1	109	0.009174312	1
MAD1L1	1	109	0.009174312	1
LTBP1	2	109	0.018348624	1
CRAT	2	109	0.018348624	1
MBD5	1	109	0.009174312	1
SUPV3L1	2	109	0.018348624	1
KIAA1429	2	109	0.018348624	1
ALDH1L2	1	109	0.009174312	1
ALG8	1	109	0.009174312	1
STAM	3	109	0.027522936	1
ARIH2	1	109	0.009174312	1
FIG4	1	109	0.009174312	1
PLEKHS1	1	109	0.009174312	1
SNX25	1	109	0.009174312	1
ZBTB11	1	109	0.009174312	1
ITK	2	109	0.018348624	1
CTNS	1	109	0.009174312	1
TCTEX1D1	1	109	0.009174312	1
C7orf57	1	109	0.009174312	1
KIT	1	162	0.00617284	1
SLC25A15	1	109	0.009174312	1
GLDC	1	109	0.009174312	1
NINL	1	109	0.009174312	1
MARK1	2	109	0.018348624	1
GABPA	2	109	0.018348624	1
WASL	2	109	0.018348624	1
NGDN	1	109	0.009174312	1
APEH	1	109	0.009174312	1
FNTA	1	109	0.009174312	1
KCTD16	1	109	0.009174312	1
ZKSCAN2	2	109	0.018348624	1
TUBA1C	1	109	0.009174312	1
AP2M1	1	109	0.009174312	1
PDCD2	1	109	0.009174312	1
DSG2	1	109	0.009174312	1
KIF16B	3	109	0.027522936	1
TATDN3	2	109	0.018348624	1
BBS9	1	109	0.009174312	1
SSFA2	1	109	0.009174312	1
PIK3CA	221	1137	0.194371152	1
TBC1D8B	1	109	0.009174312	1
PIK3C3	1	109	0.009174312	1
ERI2	1	109	0.009174312	1
ALDH3A2	2	109	0.018348624	1
RASEF	1	109	0.009174312	1
PRSS54	1	109	0.009174312	1
PSMD11	1	109	0.009174312	1
GANAB	1	109	0.009174312	1
SLITRK4	2	109	0.018348624	1
RAB2B	1	109	0.009174312	1
AP3B1	1	109	0.009174312	1
MND1	1	109	0.009174312	1
WDR78	2	109	0.018348624	1
WDR70	1	109	0.009174312	1
WDR72	2	109	0.018348624	1
WDR75	1	109	0.009174312	1
MCF2	2	109	0.018348624	1
ZSCAN16	1	109	0.009174312	1
CLEC1B	1	109	0.009174312	1
PAK1	1	109	0.009174312	1
ARGLU1	1	109	0.009174312	1
PFN2	1	109	0.009174312	1
COX11	1	109	0.009174312	1
GAS2	1	109	0.009174312	1
ANKRD13C	1	109	0.009174312	1
SH3RF2	2	109	0.018348624	1
PPAT	1	109	0.009174312	1
OLA1	1	109	0.009174312	1
TM2D3	1	109	0.009174312	1
EIF4ENIF1	2	109	0.018348624	1
CDH20	1	109	0.009174312	1
ARHGAP5	4	109	0.036697248	1
SLC3A1	1	109	0.009174312	1
BAG1	1	109	0.009174312	1
BAG5	1	109	0.009174312	1
MSRB3	1	109	0.009174312	1
MRPS9	2	109	0.018348624	1
TDRD5	1	109	0.009174312	1
NKIRAS2	1	109	0.009174312	1
MBTPS1	1	109	0.009174312	1
EIF4G2	2	109	0.018348624	1
ASCC3	2	109	0.018348624	1
ASCC2	1	109	0.009174312	1
FAM120B	1	109	0.009174312	1
CACNB2	2	109	0.018348624	1
CYP2B6	1	109	0.009174312	1
C10orf76	1	109	0.009174312	1
SOS2	3	109	0.027522936	1
SOS1	1	141	0.007092199	1
TACC2	3	109	0.027522936	1
SIN3A	2	109	0.018348624	1
TARBP1	2	109	0.018348624	1
MIB1	1	109	0.009174312	1
SLC38A4	4	109	0.036697248	1
SLC38A2	2	109	0.018348624	1
PRPF4B	1	109	0.009174312	1
HCN1	1	109	0.009174312	1
STIP1	2	109	0.018348624	1
DRP2	1	109	0.009174312	1
ANKS3	2	109	0.018348624	1
GUCY2F	1	109	0.009174312	1
SLC2A13	3	109	0.027522936	1
NCOA7	1	109	0.009174312	1
TRA2B	2	109	0.018348624	1
SPTB	1	109	0.009174312	1
TSC22D1	3	109	0.027522936	1
EXOSC9	1	109	0.009174312	1
FARP1	2	109	0.018348624	1
OR2A14	1	109	0.009174312	1
CFLAR	2	109	0.018348624	1
FANCA	3	109	0.027522936	1
FANCM	1	109	0.009174312	1
CEP57	1	109	0.009174312	1
ATP10B	1	109	0.009174312	1
KRIT1	1	109	0.009174312	1
ZNF790	2	109	0.018348624	1
PPIL6	1	109	0.009174312	1
CCDC93	1	109	0.009174312	1
SETDB1	1	109	0.009174312	1
SETDB2	1	109	0.009174312	1
KCNAB1	1	109	0.009174312	1
POSTN	4	109	0.036697248	1
OMA1	1	109	0.009174312	1
FGFR4	2	109	0.018348624	1
STIL	2	109	0.018348624	1
AFF4	1	109	0.009174312	1
PDPN	1	109	0.009174312	1
PHKA1	3	109	0.027522936	1
TRRAP	6	109	0.055045872	1
PHF20	2	109	0.018348624	1
TAGAP	1	109	0.009174312	1
GNE	1	109	0.009174312	1
NSF	1	109	0.009174312	1
WDR63	2	109	0.018348624	1
SH2D4A	1	109	0.009174312	1
MCF2L2	1	109	0.009174312	1
NHLRC3	1	109	0.009174312	1
NHLRC2	2	109	0.018348624	1
VPS13D	4	109	0.036697248	1
DDX1	1	109	0.009174312	1
ZNF217	1	109	0.009174312	1
PHF21A	1	109	0.009174312	1
ARID4A	3	109	0.027522936	1
KIAA1109	2	109	0.018348624	1
VAV1	2	109	0.018348624	1
IPO8	1	109	0.009174312	1
IPO7	1	109	0.009174312	1
NR6A1	2	109	0.018348624	1
TOMM70A	1	109	0.009174312	1
FERMT1	1	109	0.009174312	1
ACAD10	2	109	0.018348624	1
POGLUT1	1	109	0.009174312	1
PAPPA	4	109	0.036697248	1
ZNF517	1	109	0.009174312	1
SLC39A6	1	109	0.009174312	1
PSIP1	1	109	0.009174312	1
SCAF4	2	109	0.018348624	1
SI	2	109	0.018348624	1
RBM6	1	109	0.009174312	1
CAD	2	109	0.018348624	1
PDE1C	2	109	0.018348624	1
MRS2	1	109	0.009174312	1
NRP1	1	109	0.009174312	1
ARSB	1	109	0.009174312	1
PAFAH1B1	1	109	0.009174312	1
NLGN1	3	109	0.027522936	1
INTS10	1	109	0.009174312	1
ZNF235	2	109	0.018348624	1
TCERG1	1	109	0.009174312	1
MRE11A	1	109	0.009174312	1
NAE1	1	109	0.009174312	1
RANBP1	1	109	0.009174312	1
CSPP1	1	109	0.009174312	1
CADM3	2	109	0.018348624	1
GDPD5	2	109	0.018348624	1
FGD6	1	109	0.009174312	1
C6orf106	1	109	0.009174312	1
OR5F1	2	109	0.018348624	1
SLC20A2	1	109	0.009174312	1
PODXL	2	109	0.018348624	1
FAM92A1	1	109	0.009174312	1
LRRC7	2	109	0.018348624	1
USP30	1	109	0.009174312	1
PPFIBP1	3	109	0.027522936	1
APOBEC4	1	109	0.009174312	1
GRIA1	1	109	0.009174312	1
ZNF75D	3	109	0.027522936	1
GRIA4	1	109	0.009174312	1
SLC9A7	2	109	0.018348624	1
SCNN1A	1	109	0.009174312	1
REV1	4	109	0.036697248	1
ITSN2	3	109	0.027522936	1
HACE1	2	109	0.018348624	1
DCDC2	2	109	0.018348624	1
ATL1	1	109	0.009174312	1
PPIG	1	109	0.009174312	1
SNTB2	1	109	0.009174312	1
LZIC	1	109	0.009174312	1
SNRNP40	1	109	0.009174312	1
HECTD2	2	109	0.018348624	1
PDE7A	1	109	0.009174312	1
ZNF830	1	109	0.009174312	1
ANKRD55	1	109	0.009174312	1
KBTBD2	1	109	0.009174312	1
SIRT1	1	109	0.009174312	1
HECW1	3	109	0.027522936	1
HECW2	1	109	0.009174312	1
PRTG	2	109	0.018348624	1
GLP2R	1	109	0.009174312	1
ANKAR	2	109	0.018348624	1
SLMAP	4	109	0.036697248	1
HEBP1	1	109	0.009174312	1
OFD1	1	109	0.009174312	1
CCT8	1	109	0.009174312	1
CCT2	1	109	0.009174312	1
COL22A1	5	109	0.04587156	1
SLC4A5	2	109	0.018348624	1
SLC4A7	2	109	0.018348624	1
CLCA2	1	109	0.009174312	1
DCTN3	1	109	0.009174312	1
CLCA4	2	109	0.018348624	1
MARS	3	109	0.027522936	1
IGSF5	1	109	0.009174312	1
CTNNB1	9	486	0.018518519	1
CNOT4	1	109	0.009174312	1
ITGB8	3	109	0.027522936	1
RASAL2	1	109	0.009174312	1
FGA	3	109	0.027522936	1
ACIN1	5	109	0.04587156	1
OSBP	2	109	0.018348624	1
SNX2	2	109	0.018348624	1
SLC11A2	1	109	0.009174312	1
DLAT	1	109	0.009174312	1
UHRF1BP1L	2	109	0.018348624	1
MUT	1	109	0.009174312	1
GABRA4	1	109	0.009174312	1
GABRA6	1	109	0.009174312	1
SNCAIP	1	109	0.009174312	1
DNMBP	1	109	0.009174312	1
RPRD1A	1	109	0.009174312	1
ASAH1	1	109	0.009174312	1
RAD54B	2	109	0.018348624	1
MTSS1	1	109	0.009174312	1
SLC30A4	1	109	0.009174312	1
SLC30A7	2	109	0.018348624	1
TAGLN3	1	109	0.009174312	1
TRPM1	1	109	0.009174312	1
PTPDC1	1	109	0.009174312	1
SH3BGRL2	1	109	0.009174312	1
SLCO2B1	2	109	0.018348624	1
CCR6	1	109	0.009174312	1
CD86	2	109	0.018348624	1
SLC8A3	1	109	0.009174312	1
LRP6	1	109	0.009174312	1
CDS1	1	109	0.009174312	1
CNTNAP1	2	109	0.018348624	1
PTPN21	1	109	0.009174312	1
CYP4V2	1	109	0.009174312	1
TOM1L1	1	109	0.009174312	1
MSR1	2	109	0.018348624	1
EED	1	109	0.009174312	1
PIK3R4	5	109	0.04587156	1
PIK3R1	2	277	0.007220217	1
FAM111A	2	109	0.018348624	1
IDE	1	109	0.009174312	1
CECR1	1	109	0.009174312	1
FER	1	109	0.009174312	1
MAPK8IP3	1	109	0.009174312	1
MYEF2	1	109	0.009174312	1
FSHR	1	109	0.009174312	1
ORC3	3	109	0.027522936	1
DNM1L	1	109	0.009174312	1
B2M	1	109	0.009174312	1
DSEL	1	109	0.009174312	1
KCNH7	1	109	0.009174312	1
NUP133	2	109	0.018348624	1
GDAP2	1	109	0.009174312	1
SZT2	2	109	0.018348624	1
RSF1	2	109	0.018348624	1
SYTL5	3	109	0.027522936	1
PLEKHH2	3	109	0.027522936	1
ARG1	2	109	0.018348624	1
FOXP1	1	109	0.009174312	1
MSL3	1	109	0.009174312	1
COPS2	1	109	0.009174312	1
ZNF599	2	109	0.018348624	1
DLD	2	109	0.018348624	1
PHLDB2	1	109	0.009174312	1
TEX10	2	109	0.018348624	1
CSMD2	2	109	0.018348624	1
NDFIP1	1	109	0.009174312	1
UGDH	1	109	0.009174312	1
CELSR3	2	109	0.018348624	1
LRRC34	1	109	0.009174312	1
CEP57L1	1	109	0.009174312	1
SLC15A2	1	109	0.009174312	1
TTC17	2	109	0.018348624	1
QRFPR	2	109	0.018348624	1
C3orf67	1	109	0.009174312	1
PPM1D	1	109	0.009174312	1
PPM1A	1	109	0.009174312	1
AGBL2	2	109	0.018348624	1
ZNF502	1	109	0.009174312	1
C9	1	109	0.009174312	1
DSG1	1	109	0.009174312	1
SFRP2	1	109	0.009174312	1
KIAA1217	2	109	0.018348624	1
EPCAM	1	109	0.009174312	1
PPP1CB	1	109	0.009174312	1
UBR2	1	109	0.009174312	1
HSDL1	1	109	0.009174312	1
UBR4	6	109	0.055045872	1
SRPR	1	109	0.009174312	1
CCNJ	1	109	0.009174312	1
NCKAP1	2	109	0.018348624	1
TMPRSS13	2	109	0.018348624	1
DCUN1D4	1	109	0.009174312	1
LRIG3	1	109	0.009174312	1
LRIG2	1	109	0.009174312	1
LRIG1	2	109	0.018348624	1
SACS	5	109	0.04587156	1
PDZRN4	2	109	0.018348624	1
PDZRN3	2	109	0.018348624	1
HIVEP1	2	109	0.018348624	1
ALS2	1	109	0.009174312	1
DENND1B	2	109	0.018348624	1
DENND1A	1	109	0.009174312	1
LRRC59	1	109	0.009174312	1
SLCO1C1	1	109	0.009174312	1
SDHA	1	109	0.009174312	1
SHARPIN	3	109	0.027522936	1
ZCCHC11	2	109	0.018348624	1
CCDC148	1	109	0.009174312	1
FAM114A2	1	109	0.009174312	1
ARHGAP10	1	109	0.009174312	1
IL7R	1	109	0.009174312	1
TTC37	2	109	0.018348624	1
AADACL2	1	109	0.009174312	1
LMO7	2	109	0.018348624	1
ERBB3	8	109	0.073394495	1
DDX18	2	109	0.018348624	1
EIF3M	2	109	0.018348624	1
EIF3A	4	109	0.036697248	1
OR2AG2	1	109	0.009174312	1
PCDH15	2	109	0.018348624	1
SCD	1	109	0.009174312	1
FRK	2	109	0.018348624	1
MSH4	1	109	0.009174312	1
MSH6	2	111	0.018018018	1
MYOCD	3	109	0.027522936	1
INTU	2	109	0.018348624	1
ZPLD1	2	109	0.018348624	1
OCIAD1	1	109	0.009174312	1
INPP5B	2	109	0.018348624	1
KATNAL1	1	109	0.009174312	1
PTAFR	1	109	0.009174312	1
CAST	3	109	0.027522936	1
TPR	1	109	0.009174312	1
RBMS2	1	109	0.009174312	1
LGSN	1	109	0.009174312	1
VWA2	1	109	0.009174312	1
LSG1	2	109	0.018348624	1
PKIG	1	109	0.009174312	1
SLC19A3	1	109	0.009174312	1
NIT2	1	109	0.009174312	1
TMEM116	1	109	0.009174312	1
SART3	2	109	0.018348624	1
SLC25A46	1	109	0.009174312	1
NUP153	2	109	0.018348624	1
SORCS3	3	109	0.027522936	1
MAPK1	1	109	0.009174312	1
CUZD1	2	109	0.018348624	1
VPS35	1	109	0.009174312	1
C1orf101	2	109	0.018348624	1
HCFC2	1	109	0.009174312	1
NRAP	2	109	0.018348624	1
WBP11	1	109	0.009174312	1
FAM63B	1	109	0.009174312	1
UPF3B	1	109	0.009174312	1
PRIM2	1	109	0.009174312	1
MMP14	1	109	0.009174312	1
MMP16	1	109	0.009174312	1
BLM	2	109	0.018348624	1
HCK	2	109	0.018348624	1
C7orf26	2	109	0.018348624	1
ZNF420	2	109	0.018348624	1
SRGAP1	1	109	0.009174312	1
SMC3	2	109	0.018348624	1
TAOK3	1	109	0.009174312	1
OR5W2	1	109	0.009174312	1
HMBOX1	1	109	0.009174312	1
DAB1	2	109	0.018348624	1
MKLN1	1	109	0.009174312	1
DDX58	2	109	0.018348624	1
CDC42BPA	3	109	0.027522936	1
EGLN1	2	109	0.018348624	1
DNAH7	3	109	0.027522936	1
CCDC47	1	109	0.009174312	1
TRPC6	1	109	0.009174312	1
UNC80	1	109	0.009174312	1
NOD1	2	109	0.018348624	1
HCLS1	5	109	0.04587156	1
TECPR2	1	109	0.009174312	1
CALD1	1	109	0.009174312	1
RNASE9	2	109	0.018348624	1
SOX30	1	109	0.009174312	1
LIMA1	1	109	0.009174312	1
BMPR2	1	109	0.009174312	1
SYT17	1	109	0.009174312	1
EHBP1	1	109	0.009174312	1
LAMC1	1	109	0.009174312	1
RWDD4	1	109	0.009174312	1
PHF3	3	109	0.027522936	1
ATRN	1	109	0.009174312	1
NFYA	2	109	0.018348624	1
GPSM1	2	109	0.018348624	1
PDE6C	1	109	0.009174312	1
NBAS	4	109	0.036697248	1
DRD1	1	109	0.009174312	1
FYN	1	109	0.009174312	1
PKD1L1	3	109	0.027522936	1
TDRD1	3	109	0.027522936	1
ENTPD3	1	109	0.009174312	1
KRT20	1	109	0.009174312	1
KRT24	1	109	0.009174312	1
DLEC1	4	109	0.036697248	1
ODF1	1	109	0.009174312	1
CYTH3	1	109	0.009174312	1
TBC1D7	1	109	0.009174312	1
DCAF13	1	109	0.009174312	1
TRPA1	2	109	0.018348624	1
PAPSS1	1	109	0.009174312	1
MAP7D2	3	109	0.027522936	1
CCNYL1	1	109	0.009174312	1
OR2B2	2	109	0.018348624	1
WDR7	2	109	0.018348624	1
DIAPH3	1	109	0.009174312	1
WRN	2	109	0.018348624	1
SGIP1	1	109	0.009174312	1
POLH	1	109	0.009174312	1
LAMA2	4	109	0.036697248	1
SLC25A48	1	109	0.009174312	1
CDC23	2	109	0.018348624	1
ZNF646	2	109	0.018348624	1
SLC25A5	1	109	0.009174312	1
ACTR6	3	109	0.027522936	1
C7orf60	1	109	0.009174312	1
SLU7	3	109	0.027522936	1
LPL	2	109	0.018348624	1
SAMD9L	4	109	0.036697248	1
ARL4A	1	109	0.009174312	1
ST8SIA6	2	109	0.018348624	1
PLXDC2	1	109	0.009174312	1
GALNT3	1	109	0.009174312	1
KIF14	1	109	0.009174312	1
NLRP3	2	109	0.018348624	1
NLRP9	1	109	0.009174312	1
CCPG1	1	109	0.009174312	1
WDR20	1	109	0.009174312	1
RQCD1	2	109	0.018348624	1
KIF1B	2	109	0.018348624	1
NLRP13	3	109	0.027522936	1
SUZ12	1	109	0.009174312	1
DCBLD1	1	109	0.009174312	1
PRODH2	1	109	0.009174312	1
MAGI3	1	109	0.009174312	1
TMEM70	1	109	0.009174312	1
KIAA0100	3	109	0.027522936	1
SNX17	2	109	0.018348624	1
NEUROD6	2	109	0.018348624	1
TMTC3	1	109	0.009174312	1
NEFM	2	109	0.018348624	1
CKAP2	1	109	0.009174312	1
UGP2	1	109	0.009174312	1
NDST3	2	109	0.018348624	1
NEGR1	2	109	0.018348624	1
TSPAN3	1	109	0.009174312	1
TSPAN8	1	109	0.009174312	1
GFRA3	1	109	0.009174312	1
AFAP1L1	1	109	0.009174312	1
C9orf3	1	109	0.009174312	1
ZFC3H1	1	109	0.009174312	1
UMOD	2	109	0.018348624	1
LNX2	2	109	0.018348624	1
STAG2	121	330	0.366666667	1
STAG1	2	109	0.018348624	1
HNRNPU	2	109	0.018348624	1
PLS1	2	109	0.018348624	1
PLS3	1	109	0.009174312	1
PDIA4	1	109	0.009174312	1
SPATA6	1	109	0.009174312	1
JRKL	2	109	0.018348624	1
ZNF205	2	109	0.018348624	1
IQSEC2	1	109	0.009174312	1
XPO6	2	109	0.018348624	1
XPOT	2	109	0.018348624	1
DNASE1L3	1	109	0.009174312	1
ATAD5	2	109	0.018348624	1
SESN1	2	109	0.018348624	1
TTC27	1	109	0.009174312	1
CALB1	1	109	0.009174312	1
NFRKB	2	109	0.018348624	1
AGGF1	2	109	0.018348624	1
SLIT3	2	109	0.018348624	1
THAP5	1	109	0.009174312	1
CYP4F3	1	109	0.009174312	1
SERINC3	1	109	0.009174312	1
CAMTA1	1	109	0.009174312	1
SNRPA1	1	109	0.009174312	1
DLST	1	109	0.009174312	1
ST6GAL2	1	109	0.009174312	1
AXIN2	2	110	0.018181818	1
MMRN2	2	109	0.018348624	1
WDR66	1	109	0.009174312	1
HMGCR	1	109	0.009174312	1
KIF5B	1	138	0.007246377	1
KAT2B	1	109	0.009174312	1
USP48	1	109	0.009174312	1
USP45	1	109	0.009174312	1
ADAMTS14	2	109	0.018348624	1
GALT	1	109	0.009174312	1
GALC	1	109	0.009174312	1
GALM	1	109	0.009174312	1
SOX6	1	109	0.009174312	1
SLC16A12	1	109	0.009174312	1
SPINK5	1	109	0.009174312	1
EYA3	1	109	0.009174312	1
PLIN2	1	109	0.009174312	1
WDR55	2	109	0.018348624	1
ACVR2A	2	109	0.018348624	1
NEK11	1	109	0.009174312	1
C14orf37	2	109	0.018348624	1
NEBL	1	109	0.009174312	1
ZNF624	1	109	0.009174312	1
KALRN	3	109	0.027522936	1
HOOK1	1	109	0.009174312	1
ABCC11	3	109	0.027522936	1
COMMD3	2	109	0.018348624	1
METTL16	1	109	0.009174312	1
NPR2	2	109	0.018348624	1
ZMYM1	1	109	0.009174312	1
ZMYM4	1	109	0.009174312	1
CAMK2G	1	109	0.009174312	1
DPY19L2	1	109	0.009174312	1
ANO5	1	109	0.009174312	1
ANO3	2	109	0.018348624	1
WDR45	2	109	0.018348624	1
GRM1	1	109	0.009174312	1
BHLHB9	1	109	0.009174312	1
MAP3K13	2	109	0.018348624	1
SLC1A3	1	109	0.009174312	1
MIPEP	1	109	0.009174312	1
JAKMIP1	1	109	0.009174312	1
CCAR1	2	109	0.018348624	1
MTDH	1	109	0.009174312	1
MADD	2	109	0.018348624	1
MYO5B	2	109	0.018348624	1
HUS1	1	109	0.009174312	1
SUGP2	1	109	0.009174312	1
KNG1	1	109	0.009174312	1
SF3B3	2	109	0.018348624	1
SEMA6D	4	109	0.036697248	1
DNAJC18	1	109	0.009174312	1
SCML2	1	109	0.009174312	1
PFKFB1	1	109	0.009174312	1
ADD1	4	109	0.036697248	1
MAP3K3	2	109	0.018348624	1
MAP3K5	2	109	0.018348624	1
SETD2	1	123	0.008130081	1
SHQ1	2	109	0.018348624	1
FARSA	1	109	0.009174312	1
C9orf72	1	109	0.009174312	1
NOX3	1	109	0.009174312	1
UBE3C	2	109	0.018348624	1
MTRF1	1	109	0.009174312	1
TMTC1	1	109	0.009174312	1
CEP164	2	109	0.018348624	1
MIA3	2	109	0.018348624	1
CNKSR3	3	109	0.027522936	1
CNKSR2	3	109	0.027522936	1
DUSP4	2	109	0.018348624	1
RDX	1	109	0.009174312	1
TBC1D19	1	109	0.009174312	1
IDH3G	1	109	0.009174312	1
DGKG	1	109	0.009174312	1
TMCO2	1	109	0.009174312	1
AHR	3	109	0.027522936	1
STK38L	1	109	0.009174312	1
KIF9	1	109	0.009174312	1
RTTN	2	109	0.018348624	1
NAB1	1	109	0.009174312	1
IYD	2	109	0.018348624	1
OTUD4	1	109	0.009174312	1
DNAH3	2	109	0.018348624	1
C6orf118	1	109	0.009174312	1
BMPR1A	3	109	0.027522936	1
ABT1	1	109	0.009174312	1
SIM1	1	109	0.009174312	1
QRICH1	2	109	0.018348624	1
MGAT4C	1	109	0.009174312	1
RAD18	1	109	0.009174312	1
USP28	2	109	0.018348624	1
ARHGEF9	1	109	0.009174312	1
ARHGEF3	2	109	0.018348624	1
CDH9	2	109	0.018348624	1
PROKR2	1	109	0.009174312	1
CDH1	4	173	0.023121387	1
CENPL	2	109	0.018348624	1
CENPE	4	109	0.036697248	1
PLEKHA1	1	109	0.009174312	1
SEC63	1	109	0.009174312	1
DHX35	1	109	0.009174312	1
WDYHV1	1	109	0.009174312	1
MYH9	2	109	0.018348624	1
CADM1	1	109	0.009174312	1
MERTK	4	109	0.036697248	1
SLC5A4	2	109	0.018348624	1
SLC5A7	2	109	0.018348624	1
TIA1	1	109	0.009174312	1
AIM1	2	109	0.018348624	1
ABCC4	2	109	0.018348624	1
NDUFB9	1	109	0.009174312	1
FAM160A2	3	109	0.027522936	1
C12orf50	1	109	0.009174312	1
RNF216	1	109	0.009174312	1
RNF213	3	109	0.027522936	1
MED23	3	109	0.027522936	1
SENP6	1	109	0.009174312	1
PARP6	2	109	0.018348624	1
DNAJC5G	1	109	0.009174312	1
PARP2	1	109	0.009174312	1
DCLRE1A	2	109	0.018348624	1
RSPRY1	1	109	0.009174312	1
OR2M4	1	109	0.009174312	1
TP53BP1	1	109	0.009174312	1
PIH1D2	1	109	0.009174312	1
AHCYL1	2	109	0.018348624	1
TBX5	2	109	0.018348624	1
KLHL2	1	109	0.009174312	1
KLHL1	1	109	0.009174312	1
CPS1	1	109	0.009174312	1
GAD2	2	109	0.018348624	1
DNHD1	2	109	0.018348624	1
CAMKMT	1	109	0.009174312	1
DSCAM	5	109	0.04587156	1
AVL9	2	109	0.018348624	1
C1GALT1	1	109	0.009174312	1
OSMR	1	109	0.009174312	1
OR8B12	1	109	0.009174312	1
DPY19L1	2	109	0.018348624	1
DPY19L4	2	109	0.018348624	1
RBL2	2	109	0.018348624	1
KIF2C	2	109	0.018348624	1
NFASC	2	109	0.018348624	1
SARS	1	109	0.009174312	1
PLXNC1	2	109	0.018348624	1
CBL	1	109	0.009174312	1
PRKD1	1	109	0.009174312	1
PRDM5	2	109	0.018348624	1
MYBBP1A	1	109	0.009174312	1
ARVCF	1	109	0.009174312	1
CXorf23	1	109	0.009174312	1
ALK	2	196	0.010204082	1
ABCA8	1	109	0.009174312	1
RTP3	1	109	0.009174312	1
OR8A1	1	109	0.009174312	1
BTBD1	1	109	0.009174312	1
RABGGTB	1	109	0.009174312	1
HPS3	1	109	0.009174312	1
STK17A	1	109	0.009174312	1
HPSE	1	109	0.009174312	1
ZC3H11A	2	109	0.018348624	1
YEATS2	1	109	0.009174312	1
YIPF4	1	109	0.009174312	1
RAG2	1	109	0.009174312	1
BCAR1	1	109	0.009174312	1
CLVS1	1	109	0.009174312	1
GUF1	3	109	0.027522936	1
PI4KA	3	109	0.027522936	1
RAD50	1	109	0.009174312	1
USP3	2	109	0.018348624	1
RALGAPB	2	109	0.018348624	1
SLC13A4	1	109	0.009174312	1
INTS9	1	109	0.009174312	1
TNFRSF11B	1	109	0.009174312	1
CTNNA3	1	109	0.009174312	1
MPP5	1	109	0.009174312	1
EXTL3	2	109	0.018348624	1
MYLK	4	109	0.036697248	1
PPRC1	3	109	0.027522936	1
FAM13B	1	109	0.009174312	1
TWSG1	2	109	0.018348624	1
MAN2A1	2	109	0.018348624	1
MB21D2	2	109	0.018348624	1
GALK2	1	109	0.009174312	1
STK31	1	109	0.009174312	1
OR6N1	1	109	0.009174312	1
DARS2	1	109	0.009174312	1
BTAF1	4	109	0.036697248	1
ASNS	1	109	0.009174312	1
PLXNA4	2	109	0.018348624	1
PLG	1	109	0.009174312	1
MAP2K1	2	141	0.014184397	1
SUCLG2	1	109	0.009174312	1
GPR174	1	109	0.009174312	1
BDNF	1	109	0.009174312	1
EDN1	1	109	0.009174312	1
MEGF10	1	109	0.009174312	1
ZKSCAN1	1	109	0.009174312	1
GYS1	1	109	0.009174312	1
VCAN	4	109	0.036697248	1
HIF3A	2	109	0.018348624	0
RNF17	1	109	0.009174312	0
RNF11	1	109	0.009174312	0
UBE2Q2	1	109	0.009174312	0
PMM2	2	109	0.018348624	0
PHF8_ENST00000322659	1	109	0.009174312	0
ZNF708	1	109	0.009174312	0
PPP2R2A_ENST00000380737	1	109	0.009174312	0
CAMK1	1	109	0.009174312	0
SPR	1	109	0.009174312	0
ZNF700	2	109	0.018348624	0
ZC3H10	1	109	0.009174312	0
ZC3H14	1	109	0.009174312	0
SPN	2	109	0.018348624	0
ZC3H18	1	109	0.009174312	0
GRIN1	3	109	0.027522936	0
FOXQ1	5	109	0.04587156	0
NUP98	2	109	0.018348624	0
GRINA	2	109	0.018348624	0
NUP93	2	109	0.018348624	0
RAB40B	1	109	0.009174312	0
